"Species_ID","species","Habitat","Suitability"
59049,"Ambystoma altamirani","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59049,"Ambystoma altamirani","14.2. Artificial/Terrestrial - Pastureland","Marginal"
59050,"Ambystoma amblycephalum","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59050,"Ambystoma amblycephalum","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
59051,"Ambystoma andersoni","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
59052,"Ambystoma annulatum","1.4. Forest - Temperate","Suitable"
59053,"Ambystoma barbouri","1.4. Forest - Temperate","Suitable"
136128,"Ambystoma bishopi","1.4. Forest - Temperate","Suitable"
136128,"Ambystoma bishopi","4.4. Grassland - Temperate","Suitable"
59054,"Ambystoma bombypellum","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59054,"Ambystoma bombypellum","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
1098,"Ambystoma californiense","1.4. Forest - Temperate","Suitable"
1098,"Ambystoma californiense","4.4. Grassland - Temperate","Suitable"
1098,"Ambystoma californiense","14.2. Artificial/Terrestrial - Pastureland","Suitable"
1099,"Ambystoma cingulatum","1.4. Forest - Temperate","Suitable"
1099,"Ambystoma cingulatum","4.4. Grassland - Temperate","Suitable"
59056,"Ambystoma flavipiperatum","1.5. Forest - Subtropical/Tropical Dry","Suitable"
59056,"Ambystoma flavipiperatum","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
59057,"Ambystoma gracile","1.4. Forest - Temperate","Suitable"
59057,"Ambystoma gracile","4.4. Grassland - Temperate","Marginal"
59058,"Ambystoma granulosum","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
59059,"Ambystoma jeffersonianum","1.4. Forest - Temperate","Suitable"
59060,"Ambystoma laterale","1.1. Forest - Boreal","Suitable"
59060,"Ambystoma laterale","1.4. Forest - Temperate","Suitable"
59061,"Ambystoma leorae","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
1093,"Ambystoma lermaense","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
59062,"Ambystoma mabeei","1.4. Forest - Temperate","Suitable"
59063,"Ambystoma macrodactylum","1.1. Forest - Boreal","Suitable"
59063,"Ambystoma macrodactylum","1.4. Forest - Temperate","Suitable"
59063,"Ambystoma macrodactylum","3.4. Shrubland - Temperate","Suitable"
59063,"Ambystoma macrodactylum","4.4. Grassland - Temperate","Suitable"
59064,"Ambystoma maculatum","1.4. Forest - Temperate","Suitable"
1095,"Ambystoma mexicanum","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
59065,"Ambystoma opacum","1.4. Forest - Temperate","Suitable"
59066,"Ambystoma ordinarium","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59066,"Ambystoma ordinarium","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59067,"Ambystoma rivulare","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59068,"Ambystoma rosaceum","1.4. Forest - Temperate","Suitable"
59068,"Ambystoma rosaceum","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59068,"Ambystoma rosaceum","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
59068,"Ambystoma rosaceum","14.2. Artificial/Terrestrial - Pastureland","Suitable"
61893,"Ambystoma silvense","1.4. Forest - Temperate","Suitable"
59069,"Ambystoma talpoideum","1.4. Forest - Temperate","Suitable"
59071,"Ambystoma texanum","1.4. Forest - Temperate","Suitable"
59071,"Ambystoma texanum","3.4. Shrubland - Temperate","Suitable"
59071,"Ambystoma texanum","4.4. Grassland - Temperate","Suitable"
59071,"Ambystoma texanum","14.1. Artificial/Terrestrial - Arable Land","Suitable"
59073,"Ambystoma velasci","1.4. Forest - Temperate","Suitable"
59073,"Ambystoma velasci","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59073,"Ambystoma velasci","4.4. Grassland - Temperate","Suitable"
59073,"Ambystoma velasci","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
59073,"Ambystoma velasci","14.2. Artificial/Terrestrial - Pastureland","Suitable"
55212,"Ameerega andina","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55214,"Ameerega bassleri","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55214,"Ameerega bassleri","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55215,"Ameerega bilinguis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
190979,"Ameerega boehmei","2.1. Savanna - Dry","Suitable"
55216,"Ameerega boliviana","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55216,"Ameerega boliviana","14.2. Artificial/Terrestrial - Pastureland","Suitable"
55218,"Ameerega braccata","1.5. Forest - Subtropical/Tropical Dry","Suitable"
55218,"Ameerega braccata","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55218,"Ameerega braccata","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
55219,"Ameerega cainarachi","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55220,"Ameerega erythromos","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55222,"Ameerega flavopicta","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55222,"Ameerega flavopicta","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55222,"Ameerega flavopicta","2.2. Savanna - Moist","Suitable"
55222,"Ameerega flavopicta","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55223,"Ameerega hahneli","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55224,"Ameerega ingeri","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55226,"Ameerega macero","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55226,"Ameerega macero","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55229,"Ameerega parvula","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55230,"Ameerega petersi","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55231,"Ameerega picta","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
29432,"Ameerega planipaleae","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55232,"Ameerega pongoensis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55233,"Ameerega pulchripecta","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55234,"Ameerega rubriventris","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55236,"Ameerega silverstonei","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55237,"Ameerega simulans","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55238,"Ameerega smaragdina","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55240,"Ameerega trivittata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
135821,"Ameerega yungicola","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58185,"Amietia desaegeri","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58185,"Amietia desaegeri","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54358,"Amietia dracomontana","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
54358,"Amietia dracomontana","14.2. Artificial/Terrestrial - Pastureland","Suitable"
45331497,"Amietia fuscigula","2.1. Savanna - Dry","Suitable"
45331497,"Amietia fuscigula","2.2. Savanna - Moist","Suitable"
45331497,"Amietia fuscigula","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
45331497,"Amietia fuscigula","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
45331497,"Amietia fuscigula","3.8. Shrubland - Mediterranean-type Shrubby Vegetation","Suitable"
45331497,"Amietia fuscigula","4.4. Grassland - Temperate","Suitable"
45331497,"Amietia fuscigula","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
45331497,"Amietia fuscigula","14.1. Artificial/Terrestrial - Arable Land","Suitable"
45331497,"Amietia fuscigula","14.2. Artificial/Terrestrial - Pastureland","Suitable"
58768,"Amietia hymenopus","4.4. Grassland - Temperate","Suitable"
58187,"Amietia inyangae","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
58188,"Amietia johnstoni","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58188,"Amietia johnstoni","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
135995,"Amietia lubrica","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
135995,"Amietia lubrica","14.2. Artificial/Terrestrial - Pastureland","Marginal"
135995,"Amietia lubrica","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
58189,"Amietia ruwenzorica","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58189,"Amietia ruwenzorica","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58190,"Amietia vandijki","1.4. Forest - Temperate","Suitable"
58190,"Amietia vandijki","3.8. Shrubland - Mediterranean-type Shrubby Vegetation","Suitable"
54359,"Amietia vertebralis","4.4. Grassland - Temperate","Suitable"
58191,"Amietia wittei","14.3. Artificial/Terrestrial - Plantations","Suitable"
54578,"Amietophrynus asmarae","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
54589,"Amietophrynus blanfordii","2.1. Savanna - Dry","Suitable"
54589,"Amietophrynus blanfordii","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54589,"Amietophrynus blanfordii","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
54589,"Amietophrynus blanfordii","8.1. Desert - Hot","Suitable"
54592,"Amietophrynus brauni","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54592,"Amietophrynus brauni","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54592,"Amietophrynus brauni","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
54600,"Amietophrynus camerunensis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54600,"Amietophrynus camerunensis","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
54624,"Amietophrynus danielae","14.3. Artificial/Terrestrial - Plantations","Suitable"
54630,"Amietophrynus djohongensis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54630,"Amietophrynus djohongensis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54630,"Amietophrynus djohongensis","2.2. Savanna - Moist","Marginal"
54630,"Amietophrynus djohongensis","4.7. Grassland - Subtropical/Tropical High Altitude","Marginal"
54642,"Amietophrynus fuliginatus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54642,"Amietophrynus fuliginatus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54643,"Amietophrynus funereus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54649,"Amietophrynus garmani","1.5. Forest - Subtropical/Tropical Dry","Suitable"
54649,"Amietophrynus garmani","2.1. Savanna - Dry","Suitable"
54649,"Amietophrynus garmani","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54649,"Amietophrynus garmani","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
54649,"Amietophrynus garmani","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
54649,"Amietophrynus garmani","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
54653,"Amietophrynus gracilipes","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54653,"Amietophrynus gracilipes","2.1. Savanna - Dry","Suitable"
54653,"Amietophrynus gracilipes","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54653,"Amietophrynus gracilipes","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
54659,"Amietophrynus gutturalis","1.5. Forest - Subtropical/Tropical Dry","Suitable"
54659,"Amietophrynus gutturalis","1.9. Forest - Subtropical/Tropical Moist Montane","Marginal"
54659,"Amietophrynus gutturalis","2.1. Savanna - Dry","Suitable"
54659,"Amietophrynus gutturalis","2.2. Savanna - Moist","Suitable"
54659,"Amietophrynus gutturalis","3.4. Shrubland - Temperate","Suitable"
54659,"Amietophrynus gutturalis","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54659,"Amietophrynus gutturalis","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
54659,"Amietophrynus gutturalis","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
54659,"Amietophrynus gutturalis","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
54659,"Amietophrynus gutturalis","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
54659,"Amietophrynus gutturalis","14.1. Artificial/Terrestrial - Arable Land","Suitable"
54659,"Amietophrynus gutturalis","14.2. Artificial/Terrestrial - Pastureland","Suitable"
54659,"Amietophrynus gutturalis","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
54659,"Amietophrynus gutturalis","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
54659,"Amietophrynus gutturalis","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
54659,"Amietophrynus gutturalis","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
54678,"Amietophrynus kassasii","14.1. Artificial/Terrestrial - Arable Land","Suitable"
54678,"Amietophrynus kassasii","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
54678,"Amietophrynus kassasii","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
54678,"Amietophrynus kassasii","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
54681,"Amietophrynus kerinyagae","1.9. Forest - Subtropical/Tropical Moist Montane","Marginal"
54681,"Amietophrynus kerinyagae","3.7. Shrubland - Subtropical/Tropical High Altitude","Marginal"
54681,"Amietophrynus kerinyagae","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
54681,"Amietophrynus kerinyagae","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
54681,"Amietophrynus kerinyagae","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
54682,"Amietophrynus kisoloensis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54686,"Amietophrynus langanoensis","2.1. Savanna - Dry","Suitable"
54686,"Amietophrynus langanoensis","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54686,"Amietophrynus langanoensis","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
54688,"Amietophrynus latifrons","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54688,"Amietophrynus latifrons","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54703,"Amietophrynus mauritanicus","1.5. Forest - Subtropical/Tropical Dry","Suitable"
54703,"Amietophrynus mauritanicus","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54703,"Amietophrynus mauritanicus","14.1. Artificial/Terrestrial - Arable Land","Suitable"
54703,"Amietophrynus mauritanicus","14.2. Artificial/Terrestrial - Pastureland","Suitable"
54703,"Amietophrynus mauritanicus","14.3. Artificial/Terrestrial - Plantations","Suitable"
54723,"Amietophrynus pantherinus","3.8. Shrubland - Mediterranean-type Shrubby Vegetation","Suitable"
54723,"Amietophrynus pantherinus","14.1. Artificial/Terrestrial - Arable Land","Marginal"
54723,"Amietophrynus pantherinus","14.2. Artificial/Terrestrial - Pastureland","Marginal"
54723,"Amietophrynus pantherinus","14.5. Artificial/Terrestrial - Urban Areas","Marginal"
54724,"Amietophrynus pardalis","3.4. Shrubland - Temperate","Suitable"
54724,"Amietophrynus pardalis","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54724,"Amietophrynus pardalis","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
54724,"Amietophrynus pardalis","14.1. Artificial/Terrestrial - Arable Land","Suitable"
54724,"Amietophrynus pardalis","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
54732,"Amietophrynus perreti","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54732,"Amietophrynus perreti","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
54736,"Amietophrynus poweri","2.1. Savanna - Dry","Suitable"
54736,"Amietophrynus poweri","2.2. Savanna - Moist","Suitable"
54736,"Amietophrynus poweri","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54736,"Amietophrynus poweri","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
54736,"Amietophrynus poweri","14.1. Artificial/Terrestrial - Arable Land","Suitable"
54736,"Amietophrynus poweri","14.2. Artificial/Terrestrial - Pastureland","Suitable"
54745,"Amietophrynus rangeri","1.5. Forest - Subtropical/Tropical Dry","Suitable"
54745,"Amietophrynus rangeri","2.1. Savanna - Dry","Suitable"
54745,"Amietophrynus rangeri","2.2. Savanna - Moist","Suitable"
54745,"Amietophrynus rangeri","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54745,"Amietophrynus rangeri","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
54745,"Amietophrynus rangeri","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
54745,"Amietophrynus rangeri","14.1. Artificial/Terrestrial - Arable Land","Suitable"
54745,"Amietophrynus rangeri","14.3. Artificial/Terrestrial - Plantations","Suitable"
54746,"Amietophrynus reesi","2.2. Savanna - Moist","Suitable"
54746,"Amietophrynus reesi","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
54747,"Amietophrynus regularis","2.1. Savanna - Dry","Suitable"
54747,"Amietophrynus regularis","2.2. Savanna - Moist","Suitable"
54747,"Amietophrynus regularis","3.5. Shrubland - Subtropical/Tropical Dry","Marginal"
54747,"Amietophrynus regularis","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
54747,"Amietophrynus regularis","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
54747,"Amietophrynus regularis","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
54747,"Amietophrynus regularis","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
54747,"Amietophrynus regularis","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
54747,"Amietophrynus regularis","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
54747,"Amietophrynus regularis","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
