"species","genus","depth_position","source","DepthPrefMin","DepthPrefMax","SpeciesID","SpecCode"
"gunnellichthys monostigma","gunnellichthys","reef","fishbase",6,20,"Fis-35307",12678
"pseudanthias pictilis","pseudanthias","reef","fishbase",20,30,"Fis-28586",12691
"amblyeleotris aurora","amblyeleotris","reef","fishbase",5,10,"Fis-28588",12694
"gorgasia preclara","gorgasia","reef","fishbase",30,47,"Fis-35320",12704
"pseudanthias pulcherrimus","pseudanthias","reef","fishbase",16,41,"Fis-57922",12733
"canthigaster smithae","canthigaster","reef","fishbase",22,31,"Fis-35347",12768
"canthigaster tyleri","canthigaster","reef","fishbase",5,21,"Fis-35377",12829
"sunagocia arenicola","sunagocia","reef","fishbase",4,16,"Fis-164871",12901
"thysanophrys chiltonae","thysanophrys","reef","fishbase",0,20,"Fis-21582",12902
"apogon talboti","apogon","reef","fishbase",3,19,"Fis-35412",12906
"pempheris schwenkii","pempheris","reef","fishbase",8,23,"Fis-35414",12908
"apogon crassiceps","apogon","reef","fishbase",21,37,"Fis-35439",12992
"cirrhilabrus laboutei","cirrhilabrus","reef","fishbase",11,32,"Fis-35453",13023
"cirrhilabrus lineatus","cirrhilabrus","reef","fishbase",6,29,"Fis-35454",13027
"hologymnosus longipes","hologymnosus","reef","fishbase",7,18,"Fis-28752",13059
"macropharyngodon kuiteri","macropharyngodon","reef","fishbase",10,55,"Fis-35500",13141
"enneapterygius hemimelas","enneapterygius","reef","fishbase",3,16,"Fis-29084",14196
"enneapterygius nanus","enneapterygius","reef","fishbase",3,16,"Fis-29086",14203
"dunckerocampus multiannulatus","dunckerocampus","reef","fishbase",7,25,"Fis-57918",14286
"gymnothorax marshallensis","gymnothorax","reef","fishbase",2,6,"Fis-29200",14685
"foa fo","foa","reef","fishbase",0,15,"Fis-35907",14861
"cercamia eremia","cercamia","reef","fishbase",5,22,"Fis-142112",14876
"atherinomorus insularum","atherinomorus","pelagic","fishbase",0,1,"Fis-29236",15025
"chelidoperca margaritifera","chelidoperca","benthic","fishbase",83,100,"Fis-35947",15050
"hoplichthys citrinus","hoplichthys","benthic","fishbase",218,326,"Fis-35968",15156
"pterygotrigla multiocellata","pterygotrigla","benthic","fishbase",200,274,"Fis-47018",15239
"lycodes frigidus","lycodes","benthic","fishbase",1000,1800,"Fis-47448",15467
"engyprosopon septempes","engyprosopon","benthic","fishbase",48,67,"Fis-47582",15581
"engyprosopon mogkii","engyprosopon","benthic","fishbase",22,91,"Fis-47584",15583
"tosarhombus neocaledonicus","tosarhombus","benthic","fishbase",185,244,"Fis-47589",15588
"chromogobius quadrivittatus","chromogobius","benthic","fishbase",5,26,"Fis-48954",16272
"zebrus zebrus","zebrus","benthic","fishbase",0,3,"Fis-49171",16348
"mentodus rostratus","mentodus","pelagic","fishbase",1123,1463,"Fis-49711",16473
"cyclothone parapallida","cyclothone","pelagic","fishbase",900,1250,"Fis-49741",16494
"diaphus luetkeni","diaphus","pelagic","fishbase",127,354,"Fis-49952",16651
"sternoptyx obscura","sternoptyx","pelagic","fishbase",801,1412,"Fis-50053",16716
"apletodon pellegrini","apletodon","benthic","fishbase",1,6,"Fis-50088",16734
"parataeniophorus brevis","parataeniophorus","pelagic","fishbase",183,596,"Fis-50295",16852
"neoscorpaena nielseni","neoscorpaena","benthic","fishbase",95,252,"Fis-151600",16866
"caracanthus madagascariensis","caracanthus","reef","fishbase",1,8,"Fis-50367",16871
"dysalotus oligoscolus","dysalotus","pelagic","fishbase",1846,2528,"Fis-50455",16916
"alloblennius parvus","alloblennius","benthic","fishbase",6,8,"Fis-50498",16940
"blenniella cyanostigma","blenniella","reef","fishbase",1,6,"Fis-59583",16946
"enneapterygius abeli","enneapterygius","reef","fishbase",1,8,"Fis-50570",16974
"diplogrammus infulatus","diplogrammus","benthic","fishbase",1,10,"Fis-50637",17029
"amoya signata","amoya","reef","genus gapfill",0,2,"Fis-140649",17033
"callogobius flavobrunneus","callogobius","benthic","fishbase",4,12,"Fis-50715",17050
"fusigobius duospilus","fusigobius","reef","fishbase",5,24,"Fis-50723",17056
"photoblepharon steinitzi","photoblepharon","reef","fishbase",5,26,"Fis-57914",17085
"cetonurus globiceps","cetonurus","pelagic","fishbase",1000,2000,"Fis-50837",17097
"kaupichthys brachychirus","kaupichthys","reef","fishbase",10,26,"Fis-51533",17390
"paragobiodon lacunicolus","paragobiodon","reef","fishbase",9,41,"Fis-51867",22476
"aseraggodes melanostictus","aseraggodes","reef","fishbase",8,37,"Fis-52026",22522
"woodsia nonsuchae","woodsia","pelagic","fishbase",630,884,"Fis-52346",22716
"sigmops gracilis","sigmops","pelagic","fishbase",643,800,"Fis-148978",22719
"lesueurigobius sanzi","lesueurigobius","benthic","fishbase",54,82,"Fis-150650",22781
"hetereleotris apora","hetereleotris","reef","fishbase",3,11,"Fis-52755",22896
"hetereleotris zanzibarensis","hetereleotris","reef","fishbase",1,2,"Fis-52775",22908
"myctophum orientale","myctophum","pelagic","fishbase",1423,2221,"Fis-52878",22994
"eleotris mauritiana","eleotris","benthic","fishbase",6,26,"Fis-62040",23089
"ichthyococcus australis","ichthyococcus","pelagic","fishbase",59,226,"Fis-53158",23142
"lotella phycis","lotella","benthic","fishbase",3,11,"Fis-53210",23157
"malthopsis mitrigera","malthopsis","benthic","fishbase",340,461,"Fis-53240",23166
"sargocentron macrosquamis","sargocentron","reef","fishbase",6,14,"Fis-53387",23251
"sargocentron seychellense","sargocentron","reef","fishbase",2,4,"Fis-53391",23254
"gigantactis perlatus","gigantactis","pelagic","fishbase",843,1238,"Fis-53396",23260
"gigantactis gargantua","gigantactis","pelagic","fishbase",631,948,"Fis-53397",23261
"echidna delicatula","echidna","reef","fishbase",4,16,"Fis-53412",23273
"coloconger raniceps","coloconger","benthic","fishbase",404,666,"Fis-53416",23277
"sargocentron spinosissimum","sargocentron","reef","fishbase",131,174,"Fis-53596",23350
"acanthostracion notacanthus","acanthostracion","benthic","fishbase",5,10,"Fis-53665",23370
"amblycirrhitus unimacula","amblycirrhitus","reef","fishbase",3,11,"Fis-53955",23501
"helcogramma trigloides","helcogramma","reef","fishbase",0,4,"Fis-54037",23562
"gnatholepis anjerensis","gnatholepis","reef","fishbase",5,24,"Fis-54073",23595
"heteroclinus roseus","heteroclinus","benthopelagic","fishbase",2,6,"Fis-62593",23743
"schindleria praematura","schindleria","reef","fishbase",13,64,"Fis-54444",23843
"polyipnus elongatus","polyipnus","benthopelagic","fishbase",95,229,"Fis-55608",24502
"diancistrus longifilis","diancistrus","reef","fishbase",1,6,"Fis-56764",24961
"cetonurus crassiceps","cetonurus","benthopelagic","fishbase",445,805,"Fis-56826",25001
"scopelogadus bispinosus","scopelogadus","pelagic","fishbase",749,1726,"Fis-140586",25275
"halichoeres cosmetus","halichoeres","reef","fishbase",5,17,"Fis-57938",25372
"amblygobius semicinctus","amblygobius","reef","fishbase",3,11,"Fis-58043",25417
"halichoeres trispilus","halichoeres","reef","fishbase",19,36,"Fis-58537",25689
"bodianus opercularis","bodianus","reef","fishbase",39,56,"Fis-58702",25754
"cryptocentrus cryptocentrus","cryptocentrus","reef","fishbase",1,6,"Fis-58807",25797
"phenacoscorpius adenensis","phenacoscorpius","benthic","fishbase",211,406,"Fis-58959",25849
"syngnathus tenuirostris","syngnathus","benthic","fishbase",4,12,"Fis-59166",25963
"xenisthmus africanus","xenisthmus","reef","fishbase",3,14,"Fis-60098",26426
"hypseleotris guentheri","hypseleotris","benthic","fishbase",0,3,"Fis-60621",26664
"fusigobius inframaculatus","fusigobius","benthic","fishbase",4,17,"Fis-151763",26684
"coregonus albula","coregonus","benthopelagic","fishbase",48,112,"Fis-22868",231
"gymnothorax moluccensis","gymnothorax","reef","fishbase",4,14,"Fis-62134",27334
"lestrolepis luetkeni","lestrolepis","pelagic",NA,1423,2221,"Fis-143857",27423
"coccorella atrata","coccorella","pelagic","fishbase",620,1261,"Fis-62410",27424
"ventrifossa johnboborum","ventrifossa","benthic","fishbase",570,666,"Fis-62433",27431
"gymnothorax porphyreus","gymnothorax","benthic","fishbase",5,21,"Fis-62604",27501
"aplodactylus etheridgii","aplodactylus","reef","fishbase",7,14,"Fis-62621",27509
"trimma mendelssohni","trimma","reef","fishbase",4,12,"Fis-63861",28072
"trimma benjamini","trimma","reef","fishbase",4,35,"Fis-63874",28081
"ocosia apia","ocosia","benthic","fishbase",65,178,"Fis-64631",28231
"pristipomoides freemani","pristipomoides","benthic","fishbase",50,150,"Fis-22221",205
"parablennius thysanius","parablennius","benthic","fishbase",2,6,"Fis-113029",46422
"enneapterygius niger","enneapterygius","benthic","fishbase",1,8,"Fis-113679",46787
"ceratobregma acanthops","ceratobregma","reef","fishbase",3,15,"Fis-113918",46899
"diaphus pacificus","diaphus","pelagic","fishbase",1423,2221,"Fis-114124",46966
"physiculus therosideros","physiculus","pelagic","fishbase",146,320,"Fis-114147",46971
"enneapterygius rhabdotus","enneapterygius","benthic","fishbase",2,5,"Fis-114179",46987
"enneapterygius tutuilae","enneapterygius","reef","fishbase",5,28,"Fis-114251",47045
"bathygadus spongiceps","bathygadus","pelagic","fishbase",960,1148,"Fis-114556",47157
"trinorfolkia incisa","trinorfolkia","benthopelagic","fishbase",5,15,"Fis-114720",47203
"ecsenius fijiensis","ecsenius","reef","fishbase",2,13,"Fis-115417",47382
"coelorinchus spathulatus","coelorinchus","benthic","fishbase",674,691,"Fis-165753",48986
"thamnaconus analis","thamnaconus","reef","fishbase",81,192,"Fis-120986",49304
"scalicus quadratorostratus","scalicus","benthic","fishbase",376,435,"Fis-168351",50787
"enneapterygius rubicauda","enneapterygius","benthic","fishbase",1,7,"Fis-125775",51555
"gadomus introniger","gadomus","benthic","fishbase",639,872,"Fis-126683",52176
"brama pauciradiata","brama","pelagic","fishbase",135,293,"Fis-127245",52492
"caracanthus typicus","caracanthus","reef","fishbase",1,8,"Fis-127548",52705
"champsodon sechellensis","champsodon","benthic","fishbase",63,87,"Fis-127915",52768
"bathyclupea gracilis","bathyclupea","reef","family gapfill",562,728,"Fis-128048",52842
"coris cuvieri","coris","reef","fishbase",6,27,"Fis-128051",52844
"trimma haima","trimma","benthic","fishbase",3,14,"Fis-128373",52939
"moringua macrochir","moringua","benthopelagic","fishbase",2,9,"Fis-130634",53795
"hippocampus fisheri","hippocampus","pelagic","fishbase",2,11,"Fis-130667",53803
"schultzidia retropinnis","schultzidia","reef","fishbase",5,25,"Fis-130921",53861
"parascombrops argyreus","parascombrops","benthopelagic","fishbase",95,185,"Fis-173078",53971
"dicrolene longimana","dicrolene","benthic","fishbase",536,844,"Fis-132017",54124
"lepidopus altifrons","lepidopus","benthopelagic","fishbase",146,283,"Fis-132062",54156
"nannobrachium idostigma","nannobrachium","pelagic","genus gapfill",146,283,"Fis-139599",54415
"physiculus longifilis","physiculus","pelagic","fishbase",137,213,"Fis-132563",54446
"diancistrus novaeguineae","diancistrus","reef","fishbase",7,16,"Fis-158805",56404
"samaris costae","samaris","benthic","fishbase",211,219,"Fis-138810",56807
"anthias menezesi","anthias","reef","fishbase",170,210,"Fis-138831",56829
"pleurosicya coerulea","pleurosicya","reef","fishbase",4,12,"Fis-138849",56839
"asymbolus pallidus","asymbolus","pelagic","fishbase",244,310,"Fis-140642",57515
"ventrifossa paxtoni","ventrifossa","pelagic","fishbase",897,962,"Fis-143083",57952
"ventrifossa sazonovi","ventrifossa","benthic","fishbase",475,631,"Fis-141515",57953
"bathophilus altipinnis","bathophilus","pelagic","fishbase",338,723,"Fis-142431",58264
"albula argentea","albula","benthic","fishbase",11,46,"Fis-142645",58326
"ostorhinchus luteus","ostorhinchus","reef","fishbase",5,26,"Fis-161584",58503
"scarus fuscocaudalis","scarus","reef","fishbase",22,33,"Fis-143281",58508
"malakichthys barbatus","malakichthys","pelagic","fishbase",159,326,"Fis-143438",58590
"gymnothorax ypsilon","gymnothorax","benthic","fishbase",126,153,"Fis-143499",58621
"halieutopsis stellifera","halieutopsis","benthic","fishbase",531,828,"Fis-143631",58663
"magnisudis indica","magnisudis","pelagic","fishbase",1126,1434,"Fis-143843",58760
"coelorinchus sereti","coelorinchus","benthic","fishbase",460,601,"Fis-159537",58930
"aphanopus arigato","aphanopus","benthopelagic","fishbase",176,576,"Fis-144330",59043
"neocentropogon trimaculatus","neocentropogon","benthic","fishbase",205,215,"Fis-144364",59070
"ostracoberyx paxtoni","ostracoberyx","benthic","fishbase",376,434,"Fis-144394",59087
"macrurocyttus acanthopodus","macrurocyttus","benthic","fishbase",283,501,"Fis-144553",59158
"fusigobius pallidus","fusigobius","benthic","fishbase",13,30,"Fis-151830",59449
"scorpaenopsis longispina","scorpaenopsis","benthic","fishbase",8,17,"Fis-145218",59496
"scorpaenopsis vittapinna","scorpaenopsis","reef","fishbase",4,16,"Fis-145236",59507
"beryx mollis","beryx","benthopelagic","fishbase",146,283,"Fis-145407",59582
"aseraggodes diringeri","aseraggodes","benthic","fishbase",3,18,"Fis-158348",59666
"cirrhilabrus bathyphilus","cirrhilabrus","reef","fishbase",77,136,"Fis-146270",59880
"kuhlia xenura","kuhlia","benthopelagic","fishbase",1,5,"Fis-148982",60748
"bodianus flavifrons","bodianus","benthic","fishbase",139,221,"Fis-149158",60823
"physiculus karrerae","physiculus","benthopelagic","fishbase",185,410,"Fis-149275",60894
"parupeneus crassilabris","parupeneus","reef","fishbase",9,41,"Fis-149496",60947
"trimma milta","trimma","benthic","fishbase",8,36,"Fis-149595",61011
"eviota indica","eviota","reef","fishbase",2,4,"Fis-150651",61329
"canthigaster natalensis","canthigaster","benthic","fishbase",1,8,"Fis-150910",61396
"urolophus piperatus","urolophus","benthic","fishbase",192,266,"Fis-152012",61612
"lycodes marisalbi","lycodes","benthic","fishbase",41,157,"Fis-152512",61694
"eviota monostigma","eviota","benthic","fishbase",2,5,"Fis-154393",62210
"parapercis australis","parapercis","benthic","fishbase",9,42,"Fis-154401",62212
"scorpaenopsis eschmeyeri","scorpaenopsis","benthic","fishbase",3,13,"Fis-158132",62945
"thalassoma nigrofasciatum","thalassoma","reef","fishbase",1,8,"Fis-158172",62952
"ariosoma howensis","ariosoma","benthopelagic","fishbase",124,303,"Fis-158412",63056
"enneapterygius gruschkai","enneapterygius","benthic","fishbase",2,5,"Fis-158534",63112
"chromis brevirostris","chromis","reef",NA,90,120,"Fis-160301",63553
"squalus grahami","squalus","pelagic","fishbase",220,450,"Fis-160440",63589
"pictichromis coralensis","pictichromis","reef","fishbase",9,24,"Fis-160866",63725
"nectamia luxuria","nectamia","reef","fishbase",1,6,"Fis-160889",63750
"photostomias atrox","photostomias","pelagic","fishbase",186,321,"Fis-161040",63863
"argyripnus pharos","argyripnus","pelagic","fishbase",145,280,"Fis-161117",63903
"dipturus wengi","dipturus","benthopelagic","fishbase",600,1000,"Fis-161221",63969
"chimaera macrospina","chimaera","benthic","fishbase",528,768,"Fis-161503",64159
"parapercis queenslandica","parapercis","benthopelagic","fishbase",3,15,"Fis-161628",64231
"helcogramma alkamr","helcogramma","reef","fishbase",2,11,"Fis-161808",64604
"odontanthias katayamai","odontanthias","benthic","fishbase",190,237,"Fis-161843",64625
"cheilodactylus francisi","cheilodactylus","benthic",NA,14,47,"Fis-162084",64744
"mataeocephalus kotlyari","mataeocephalus","benthopelagic","fishbase",700,900,"Fis-162337",64832
"alionematichthys crassiceps","alionematichthys","reef","fishbase",0,3,"Fis-162802",64958
"alionematichthys winterbottomi","alionematichthys","reef","fishbase",2,11,"Fis-162808",64964
"pterygotrigla soela","pterygotrigla","benthopelagic","fishbase",260,299,"Fis-162875",65011
"samaris spinea","samaris","pelagic","fishbase",48,67,"Fis-163589",65305
"canthigaster cyanospilota","canthigaster","benthic","fishbase",17,45,"Fis-163700",65363
"malthopsis gigas","malthopsis","benthic","fishbase",247,363,"Fis-163919",65442
"eviota karaspila","eviota","reef","fishbase",5,14,"Fis-164713",65824
"cetoscarus ocellatus","cetoscarus","reef","fishbase",4,16,"Fis-165595",66097
"cephalopholis nigripinnis","cephalopholis","reef","fishbase",0,15,"Fis-50377",66482
"eviota notata","eviota","reef","fishbase",2,14,"Fis-167080",66625
"corythoichthys conspicillatus","corythoichthys","reef","fishbase",1,6,"Fis-162227",66915
"satyrichthys milleri","satyrichthys","benthic","fishbase",331,528,"Fis-168289",67019
"malthopsis asperata","malthopsis","pelagic","fishbase",270,366,"Fis-169237",67296
"taeniamia melasma","taeniamia","reef","fishbase",3,8,"Fis-169476",67372
"eviota mimica","eviota","reef","fishbase",3,11,"Fis-171150",67946
"paracanthurus hepatus","paracanthurus","reef","fishbase",10,40,"Fis-25955",6017
"cheilinus trilobatus","cheilinus","reef","fishbase",4,16,"Fis-31462",5603
"cheilodipterus quinquelineatus","cheilodipterus","reef","fishbase",4,21,"Fis-31403",5482
"chaetodon auriga","chaetodon","reef","fishbase",7,31,"Fis-31427",5557
"herwigia kreffti","herwigia","pelagic","fishbase",1301,1912,"Fis-27984",10888
"halichoeres hortulanus","halichoeres","reef","fishbase",1,30,"Fis-28580",12663
"halichoeres iridis","halichoeres","reef","fishbase",20,25,"Fis-35356",12790
"pseudoplesiops howensis","pseudoplesiops","reef","fishbase",20,23,"Fis-35940",15019
"parapercis roseoviridis","parapercis","benthic","fishbase",158,290,"Fis-54026",23552
"bathygobius coalitus","bathygobius","reef","fishbase",0,3,"Fis-58058",25423
"chaetodon interruptus","chaetodon","reef","fishbase",13,26,"Fis-151993",61607
"littorina flava","littorina","benthic","fishbase",0,1,"SLB-76284",1330
"costoanachis avara","costoanachis","benthic","fishbase",4,24,"W-Msc-160222",1572
"berthella stellata","berthella","benthic","fishbase",1,4,"W-Msc-140814",1681
"tricolia variabilis","tricolia","benthic","fishbase",5,26,"SLB-72116",1815
"suturoglypta iontha","suturoglypta","benthic","fishbase",4,22,"W-Msc-420013",1833
"microeulima hemphillii","microeulima","benthic","fishbase",4,25,"W-Msc-419849",2224
"pseudosimnia vanhyningi","pseudosimnia","benthic","fishbase",60,113,"W-Msc-419740",2371
"nassarius splendidulus","nassarius","benthic","fishbase",2,11,"W-Msc-560323",2514
"conus vexillum","conus","benthic","fishbase",6,20,"W-Msc-215516",2515
"architectonica nobilis","architectonica","benthic","fishbase",17,79,"W-Msc-181092",2753
"henrya goldmani","henrya","benthic","fishbase",0,2,"W-Msc-420434",2777
"henrya morrisoni","henrya","benthic","fishbase",0,2,"W-Msc-420435",2779
"cyclostremiscus emeryi","cyclostremiscus","benthic","fishbase",5,26,"SLB-77118",2867
"calliostoma hassler","calliostoma","benthic","fishbase",42,53,"W-Msc-532521",3040
