"species","total_hab_area"
"ammodytes hexapterus",2834800
"ammodytes marinus",1244800
"ammodytes personatus",908500
"ammodytes tobianus",884800
"ammodytoides gilli",346600
"ammodytoides renniei",985600
"ammothea adunca",1014300
"ammothea allopodes",693900
"ammothea calmani",1341900
"ammothea carolinensis",753400
"ammothea clausi",948600
"ammothea gigantea",3122700
"ammothea longispina",35421700
"ammothea magniceps",863800
"ammothea spinosa",3564600
"ammothea striata",2247400
"ammothella appendiculata",4827500
"ammothella exornata",352400
"ammothella indica",5848300
"ammothella longipes",1353200
"ammothella rugulosa",1505000
"ammothella stauromata",3619600
"ammothella tippula",1804100
"ammotretis lituratus",514500
"ammotretis rostratus",410500
"amniataba caudavittata",4342900
"amorphinopsis excavans",2084400
"amorphinopsis fenestrata",5304900
"amorphinopsis foetida",5483300
"amoya gracilis",1456400
"amoya signata",751700
"ampelisca abdita",2148800
"ampelisca aequicornis",2491700
"ampelisca agassizi",5814400
"ampelisca anversensis",2324000
"ampelisca barnardi",544200
"ampelisca bicarinata",2221700
"ampelisca brevicornis",997600
"ampelisca brevisimulata",2611000
"ampelisca burkei",1033900
"ampelisca cristata",2569200
"ampelisca declivitatis",2573300
"ampelisca holmesi",1152900
"ampelisca lobata",2400000
"ampelisca parapacifica",1361200
"ampelisca richardsoni",1112000
"ampelisca romigi",6633900
"ampelisca schellenbergi",1474800
"ampelisca spinipes",2691100
"ampelisca vadorum",1759600
"amphelikturus dendriticus",511800
"ampheraster marianus",287600
"amphianthus dohrnii",386800
"amphianthus margaritaceus",1028000
"amphiarius phrygiatus",194400
"amphiarius rugispinis",181000
"amphibalanus amphitrite",23918500
"amphibalanus subalbidus",3097000
"amphibalanus venustus",2364100
"amphiblestrum alcimum",515200
"amphicaryon ernesti",15675600
"amphichaetodon howensis",236100
"amphichthys cryptocentrus",451200
"amphigymnas bahamensis",1786100
"amphilectus fucorum",1576700
"amphilepis norvegica",3568300
"amphilimna olivacea",1428500
"amphimedon complanata",1012100
"amphimedon compressa",3099400
"amphimedon erina",639100
"amphimedon viridis",3288000
"amphimetra tessellata",3637500
"amphinema dinema",10988200
"amphinema rugosum",6639900
"amphinema turrida",5140700
"amphioctopus aegina",6686400
"amphioctopus burryi",2683100
"amphioctopus exannulatus",2190000
"amphioctopus fangsiao",861100
"amphioctopus marginatus",7768900
"amphioctopus mototi",383000
"amphioctopus neglectus",1761800
"amphioctopus rex",6260700
"amphiodia microplax",299400
"amphiodia occidentalis",360400
"amphiodia periercta",231400
"amphiodia planispina",1429400
"amphiodia pulchella",1429300
"amphiodia trychna",2042800
"amphiodia urtica",1281600
"amphiodia violacea",1143400
"amphiophiura insolita",4194500
"amphiophiura metabula",1680100
"amphiophiura pertusa",4985900
"amphiophiura ponderosa",331200
"amphiophiura sordida",5957900
"amphiophiura superba",1657600
"amphioplus abditus",1361400
"amphioplus coniortodes",1243200
"amphioplus cyrtacanthus",268400
"amphioplus depressus",6698900
"amphioplus impressus",4713600
"amphioplus intermedius",674200
"amphioplus laevis",2326800
"amphioplus lucidus",3383400
"amphioplus macraspis",515600
"amphioplus sepultus",838000
"amphioplus thrombodes",658400
"amphioplus tumidus",2004600
"amphipholis januarii",1412800
"amphipholis misera",5147500
"amphipholis pugetana",5502200
"amphipholis squamata",22878000
"amphiprion akallopisos",4497200
"amphiprion akindynos",612000
"amphiprion allardi",350500
"amphiprion barberi",238900
"amphiprion bicinctus",1118500
"amphiprion chrysopterus",1134900
"amphiprion clarkii",5465300
"amphiprion ephippium",1344200
"amphiprion frenatus",2596200
"amphiprion latezonatus",35800
"amphiprion melanopus",1558800
"amphiprion nigripes",57800
"amphiprion ocellaris",2994100
"amphiprion percula",436200
"amphiprion perideraion",4141400
"amphiprion polymnus",3532200
"amphiprion rubrocinctus",570700
"amphiprion sandaracinos",3311300
"amphiprion sebae",3141300
"amphiroa foliacea",3024900
"amphiroa fragilissima",6108000
"amphiroa tribulus",1552000
"amphissa acuminata",808000
"amphissa versicolor",646000
"amphistichus argenteus",24900
"amphistichus koelzi",43000
"amphistichus rhodoterus",51100
"amphithalamus vallei",954500
"amphithyrus bispinosus",9385400
"amphithyrus sculpturatus",3329400
"amphitretus pelagicus",20405600
"amphiura annulifera",126000
"amphiura arcystata",1515500
"amphiura aster",146100
"amphiura carchara",530600
"amphiura chiajei",2042600
"amphiura correcta",149300
"amphiura diomedeae",4110700
"amphiura divaricata",743400
"amphiura duncani",2940600
"amphiura fibulata",681000
"amphiura filiformis",2100100
"amphiura otteri",3007300
"amphiura palmeri",1529900
"amphiura pusilla",97500
"amphiura rosea",124000
"amphiura securigera",1154200
"amphiura stimpsoni",2677400
"amphiura sundevalli",3471600
"amphiura vadicola",304100
"amphogona apsteini",7639200
"amphoroidea falcifer",107000
"ampithoe longimana",2429000
"ampithoe marcuzzii",899100
"ampithoe ramondi",6644100
"ampithoe valida",718500
"amsichthys knighti",3270400
"amusium japonicum",5789100
"amusium laurenti",277800
"amusium papyraceum",9270000
"amusium pleuronectes",6308800
"amygdalum papyrium",893200
"amygdalum peasei",7360300
"amygdalum politum",20069000
"amygdalum sagittatum",2370500
"amygdalum watsoni",2527600
"anacanthus barbatus",4708700
"anachis hotessieriana",737600
"anachis obesa",201100
"anachis translirata",595900
"anacropora forbesi",3909700
"anacropora pillai",1632500
"anacropora puertogalerae",3563800
"anacropora spinosa",2612000
"anadara antiquata",5390500
"anadara baughmani",2639700
"anadara broughtonii",1353600
"anadara diluvii",1691600
"anadara ehrenbergi",923100
"anadara ferruginea",3558200
"anadara floridana",1018500
"anadara inaequivalvis",4325500
"anadara natalensis",1054600
"anadara nodifera",3304800
"anadara notabilis",1639400
"anadara transversa",1497200
"anadara tuberculosa",200000
"anadara uropigimelana",4061000
"anadara vellicata",4271400
"anadyomene stellata",1193800
"analcidometra armata",1284800
"anamaera hixoni",955600
"anamixilla torresi",3778500
"anamixis cavatura",724600
"anamixis hanseni",701900
"anamixis vanga",814300
"anampses caeruleopunctatus",4853100
"anampses chrysocephalus",53800
"anampses cuvier",56200
"anampses elegans",713400
"anampses femininus",447300
"anampses geographicus",4020000
"anampses lennardi",124200
"anampses lineatus",5775700
"anampses melanurus",3774800
"anampses meleagrides",5700600
"anampses neoguinaicus",1540700
"anampses twistii",3919500
"anaora tentaculata",2055800
"anapagurus laevis",553800
"anapagurus petiti",252500
"anarchias allardicei",2457300
"anarchias cantonensis",789000
"anarchias euryurus",240900
"anarchias galapagensis",226600
"anarchias leucurus",350400
"anarchias seychellensis",2051600
"anarchias similis",1533000
"anarchopterus tectus",1160000
"anarhichas denticulatus",2630100
"anarhichas lupus",2935700
"anarhichas minor",2320600
"anarhichas orientalis",2256200
"anarrhichthys ocellatus",1608600
"anarthrura simplex",727300
"anasimus fugax",1208700
"anasimus latus",1771000
"anasterias antarctica",2165000
"anatina anatina",1710100
"anatoma aedonia",251700
"anatoma alta",795300
"anatoma aupouria",442700
"anatoma crispata",2776800
"anatoma euglypta",5425300
"anatoma japonica",2777500
"anatoma munieri",2246400
"anatoma proxima",345500
"anchialina agilis",3357800
"anchialina grossa",3182800
"anchisquilla chani",1443800
"anchisquilla fasciata",8448200
"anchisquilloides mcneilli",876200
"anchistioides antiguensis",1616800
"anchistioides willeyi",4532400
"anchistus australis",1341100
"anchistus custos",4970600
"anchistus demani",4631300
"anchistus miersi",5551200
"anchistus pectinis",10126700
"anchoa argentivittata",460100
"anchoa cayorum",4363400
"anchoa colonensis",821200
"anchoa compressa",180100
"anchoa cubana",2076600
"anchoa curta",391600
"anchoa eigenmannia",122400
"anchoa exigua",333100
"anchoa filifera",1198000
"anchoa helleri",59300
"anchoa hepsetus",2302400
"anchoa ischana",529800
"anchoa lamprotaenia",1324400
"anchoa lucida",420800
"anchoa lyolepis",1523900
"anchoa mitchilli",621500
"anchoa nasus",625100
"anchoa parva",1017000
"anchoa spinifer",921300
"anchoa starksi",198200
"anchoa tricolor",286000
"anchoa walkeri",299000
"anchovia clupeoides",1613200
"anchovia macrolepidota",431400
"anchoviella brevirostris",315800
"anchoviella lepidentostole",445900
"anchoviella perfasciata",1596300
"anchylomera blossevillei",7389600
"ancilla castanea",617900
"ancinus depressus",277700
"ancistrobasis costulata",2038500
"ancistrocheirus lesueurii",95794900
"ancistroteuthis lichtensteini",7426900
"ancylodactyla nana",2040400
"ancylomenes holthuisi",5638100
"ancylomenes magnificus",3614200
"ancylomenes pedersoni",1203400
"ancylomenes tosaensis",6015600
"ancylomenes venustus",1677400
"ancylopsetta antillarum",1349900
"ancylopsetta cycloidea",584600
"ancylopsetta dendritica",342000
"ancylopsetta dilecta",1871400
"ancylopsetta kumperae",539300
"ancylopsetta microctenus",389800
"ancylopsetta ommata",500300
"andamia reyi",2627900
"andamia tetradactylus",2106400
"andaniotes linearis",1829000
"anemonia sulcata",440900
"anemonia viridis",1626300
"angaria delphinus",3643900
"angaria sphaerula",3472400
"angiola fasciata",2150000
"angiola lineata",1294800
"anguilla anguilla",18082200
"anguilla australis",610700
"anguilla bengalensis",2540200
"anguilla bicolor",5379800
"anguilla celebesensis",2428000
"anguilla dieffenbachii",147200
"anguilla japonica",1670600
"anguilla marmorata",7590300
"anguilla megastoma",6981300
"anguilla mossambica",446600
"anguilla obscura",4149200
"anguilla reinhardtii",432300
"anguilla rostrata",3430800
"anguipecten lamberti",3979200
"anguipecten pacificus",5162100
"anguipecten picturatus",5977600
"anguipecten superbus",5786400
"angulus agilis",643400
"angulus merus",947900
"angulus texanus",1393200
"aniculus aniculus",3100700
"aniculus erythraeus",3265400
"aniculus hopperae",95800
"aniculus maximus",702700
"aniculus retipes",4370600
"aniculus ursus",1084800
"anisarchus macrops",536100
"anisarchus medius",4899100
"anisodoris nobilis",776500
"anisopagurus bartletti",1665000
"anisotremus caesius",176600
"anisotremus davidsonii",109300
"anisotremus interruptus",221600
"anisotremus moricandi",167900
"anisotremus scapularis",90000
"anisotremus surinamensis",1510100
"anisotremus taeniatus",186200
"anisotremus virginicus",1373300
"annachlamys flabellata",3020400
"annachlamys iredalei",209600
"annachlamys striatula",5268800
"anneissia bennetti",4216300
"annella mollis",3644700
"anodontia alba",1895000
"anodontia edentula",5422300
"anodontia fragilis",402400
"anodontia hawaiensis",3111000
"anodontia ovum",2402500
"anodontia philippiana",3660400
"anodontia schrammi",1400900
"anodontia vesicula",2834100
"anodontostoma chacunda",7774800
"anodontostoma thailandiae",1691800
"anomalocardia brasiliana",708400
"anomalocardia cuneimeris",240000
"anomalocardia squamosa",4703400
"anomalocera ornata",1275300
"anomalops katoptron",2629300
"anomalothir frontalis",1126200
"anomastraea irregularis",730800
"anomia chinensis",836800
"anomia ephippium",4142400
"anomia peruviana",2050700
"anomia simplex",2782900
"anomocora fecunda",8260900
"anomocora marchadi",11971400
"anomocora prolifera",1366600
"anoplagonus inermis",594100
"anoplagonus occidentalis",735200
"anoplarchus insignis",552400
"anoplarchus purpurescens",601600
"anoplocapros amygdaloides",273400
"anoplocapros inermis",325600
"anoplocapros lenticularis",367000
"anoplodactylus angulatus",1071800
"anoplodactylus arcuatus",1225200
"anoplodactylus arescus",969300
"anoplodactylus arnaudae",12896100
"anoplodactylus australis",2815000
"anoplodactylus batangensis",6164600
"anoplodactylus californicus",2768900
"anoplodactylus erectus",334200
"anoplodactylus evelinae",1962200
"anoplodactylus glandulifer",4292000
"anoplodactylus insignis",1135000
"anoplodactylus lentus",3285600
"anoplodactylus longiceps",3366100
"anoplodactylus maritimus",8920400
"anoplodactylus monotrema",929700
"anoplodactylus pectinus",5466100
"anoplodactylus petiolatus",6396200
"anoplodactylus pycnosoma",3808400
"anoplodactylus pygmaeus",166300
"anoplodactylus tenuicorpus",1713700
"anoplodactylus tubiferus",6626100
"anoplodactylus typhlops",23781100
"anoplodactylus virescens",415800
"anoplodactylus viridintestinalis",837100
"anoplogaster brachycera",46502100
"anoplogaster cornuta",257873700
"anoplopoma fimbria",2334200
"anopsilana willeyi",1527300
"anoropallene palpida",377800
"anotopterus nikparini",13396800
"anotopterus pharao",13963200
"anotrichium tenue",2291800
"anoxycalyx joubini",513400
"anoxypristis cuspidata",6880200
"anseropoda placenta",2254300
"antalis agilis",7639700
"antalis antillaris",3757200
"antalis antillarum",907000
"antalis bartletti",1700300
"antalis boucheti",2923200
"antalis cerata",3387200
"antalis circumcincta",3002900
"antalis dentalis",1575600
"antalis disparile",1344300
"antalis entalis",4459000
"antalis gardineri",1620800
"antalis inaequicostata",612800
"antalis longitrorsa",7021900
"antalis nana",318400
"antalis novemcostata",688600
"antalis occidentalis",3027900
"antalis panorma",958600
"antalis phanea",4125100
"antalis pilsbryi",860500
"antalis pretiosa",1151500
"antalis suteri",770000
"antalis taphria",2752600
"antalis tibana",7092200
"antalis vulgaris",4001400
"antalis weinkauffi",5839800
"antarctomysis maxima",1654900
"antarctoscyphus asymmetricus",99300
"antarctoscyphus elongatus",1605400
"antarctoscyphus spiralis",867200
"antarctothoa bougainvillei",1615300
"antarcturus furcatus",5061600
"antarcturus hempeli",304000
"antarcturus horridus",1423900
"antarcturus polaris",2802700
"antarcturus spinacoronatus",2143900
"anteaeolidiella indica",536900
"antedon bifida",1705900
"antedon mediterranea",587500
"antedon parviflora",4615500
"antennablennius adenensis",738900
"antennablennius australis",600800
"antennablennius bifilum",882500
"antennablennius hypenetes",1083500
"antennablennius variopunctatus",904900
"antennarius biocellatus",1630500
"antennarius commerson",6219200
"antennarius hispidus",5997100
"antennarius indicus",1001100
"antennarius maculatus",4867500
"antennarius multiocellatus",338600
"antennarius pardalis",253200
"antennarius pauciradiatus",1182600
"antennarius pictus",5336600
"antennarius randalli",3329600
"antennarius striatus",8741300
"antennatus analis",1080600
"antennatus bermudensis",1150000
"antennatus coccineus",5768400
"antennatus dorehensis",3391200
"antennatus linearis",3802300
"antennatus nummifer",6851000
"antennatus rosaceus",2292400
"antennatus sanguineus",342000
"antennatus strigatus",288100
"antennatus tuberosus",4672900
"antennella quadriaurita",3728400
"antennella secundaria",9647100
"anthemiphyllia dentata",8173000
"anthenea pentagonula",3523700
"anthenoides cristatus",5348200
"anthenoides granulosus",6675100
"anthenoides laevigatus",1462600
"anthenoides piercei",2647400
"anthenoides tenuis",270200
"anthias anthias",892800
"anthias menezesi",418500
"anthias nicholsi",1383800
"anthias woodsi",1174200
"antho penneyi",1316500
"anthocidaris crassispina",404500
"antholoba achates",1943600
"anthopleura artemisia",829900
"anthopleura ballii",490700
"anthopleura elegantissima",622800
"anthopleura hermaphroditica",248600
"anthopleura sola",242400
"anthopleura thallia",1619600
"anthopleura xanthogrammica",532200
"anthosactis janmayeni",4097800
"anthothela tropicalis",1300400
"anthothoe chilensis",722300
"anthura gracilis",546000
"anticlimax pilsbryi",1089800
"antigona chemnitzii",2211400
"antigona lamellaris",4298200
"antigonia capros",15943700
"antigonia combatia",2376700
"antigonia eos",463900
"antigonia indica",1949200
"antigonia malayana",5256100
"antigonia rhomboidea",890300
"antigonia rubescens",9494600
"antigonia rubicunda",4360000
"antigonia undulata",1044800
"antillesoma antillarum",6296400
"antillophos candeanus",799600
"antillophos virginiae",127900
"antimargarita dulcis",336500
