"sciname","total_hab_area"
"Ceratophrys joazeirensis",49000
"Ceratophrys ornata",202500
"Ceratophrys stolzmanni",3400
"Ceuthomantis cavernibardus",100
"Ceuthomantis duellmani",500
"Chacophrys pierottii",150100
"Chalcorana chalconota",230900
"Chalcorana kampeni",25600
"Chalcorana macrops",2400
"Chalcorana megalonesa",18000
"Chalcorana mocquardii",85300
"Chalcorana parvaccola",37000
"Chalcorana rufipes",12800
"Chaltenobatrachus grandisonae",6200
"Chaperina fusca",87700
"Charadrahyla altipotens",100
"Charadrahyla chaneque",800
"Charadrahyla juanitae",3600
"Charadrahyla nephila",1400
"Charadrahyla pinorum",1400
"Charadrahyla taeniopus",5000
"Chiasmocleis alagoana",200
"Chiasmocleis albopunctata",2522900
"Chiasmocleis anatipes",34100
"Chiasmocleis antenori",208700
"Chiasmocleis atlantica",9400
"Chiasmocleis avilapiresae",969900
"Chiasmocleis bassleri",1663600
"Chiasmocleis capixaba",2900
"Chiasmocleis carvalhoi",119400
"Chiasmocleis centralis",46900
"Chiasmocleis hudsoni",976100
"Chiasmocleis jimi",5300
"Chiasmocleis leucosticta",48700
"Chiasmocleis magnova",1500
"Chiasmocleis mehelyi",70500
"Chiasmocleis schubarti",14300
"Chiasmocleis shudikarensis",2733700
"Chiasmocleis tridactyla",225500
"Chiasmocleis ventrimaculata",610900
"Chimerella mariaelenae",5600
"Chioglossa lusitanica",14500
"Chirixalus doriae",220100
"Chirixalus dudhwaensis",300
"Chirixalus nongkhorensis",779900
"Chirixalus simus",5600
"Chiromantis kelleri",844200
"Chiromantis petersii",655500
"Chiromantis rufescens",2061400
"Chiromantis xerampelina",1602400
"Chiropterotriton aureus",100
"Chiropterotriton chiropterus",200
"Chiropterotriton cieloensis",100
"Chiropterotriton magnipes",100
"Chiropterotriton melipona",300
"Chiropterotriton miquihuanus",300
"Chiropterotriton multidentatus",100
"Chiropterotriton nubilus",200
"Chiropterotriton orculus",3700
"Chiropterotriton priscus",1400
"Chiropterotriton terrestris",100
"Choerophryne alainduboisi",100
"Choerophryne allisoni",100
"Choerophryne alpestris",100
"Choerophryne bisyllaba",100
"Choerophryne brevicrus",100
"Choerophryne brunhildae",600
"Choerophryne burtoni",700
"Choerophryne crucifer",7200
"Choerophryne darlingtoni",1400
"Choerophryne exclamitans",400
"Choerophryne gracilirostris",200
"Choerophryne grylloides",300
"Choerophryne gudrunae",1400
"Choerophryne gunnari",100
"Choerophryne longirostris",100
"Choerophryne multisyllaba",100
"Choerophryne murrita",1000
"Choerophryne proboscidea",24600
"Choerophryne rostellifer",4500
"Choerophryne valkuriarum",3900
"Chrysobatrachus cupreonitens",100
"Chrysopaa sternosignata",300
"Chthonerpeton arii",100
"Chthonerpeton indistinctum",47400
"Chthonerpeton viviparum",700
"Clinotarsus curtipes",12600
"Cochranella erminea",26000
"Cochranella euhystrix",100
"Cochranella euknemos",13300
"Cochranella granulosa",44100
"Cochranella guayasamini",3200
"Cochranella litoralis",2200
"Cochranella mache",23000
"Cochranella nola",26800
"Cochranella phryxa",500
"Cochranella ramirezi",11400
"Cochranella resplendens",131800
"Cochranella xanthocheridia",3500
"Colostethus agilis",100
"Colostethus imbricolus",600
"Colostethus inguinalis",13300
"Colostethus latinasus",100
"Colostethus panamansis",21200
"Colostethus pratti",21300
"Colostethus ruthveni",3300
"Colostethus thorntoni",300
"Colostethus ucumari",100
"Conraua alleni",98600
"Conraua beccarii",30100
"Conraua crassipes",490900
"Conraua derooi",400
"Conraua goliath",65200
"Conraua robusta",3000
"Cophixalus aenigma",400
"Cophixalus albolineatus",200
"Cophixalus amabilis",1300
"Cophixalus ateles",300
"Cophixalus balbus",20500
"Cophixalus biroi",3300
"Cophixalus bombiens",600
"Cophixalus cateae",100
"Cophixalus cheesmanae",21500
"Cophixalus clapporum",1300
"Cophixalus crepitans",1300
"Cophixalus cryptotympanum",400
"Cophixalus cupricarenus",500
"Cophixalus daymani",100
"Cophixalus desticans",5300
"Cophixalus hannahae",100
"Cophixalus hosmeri",300
"Cophixalus humicola",100
"Cophixalus infacetus",7000
"Cophixalus kethuk",500
"Cophixalus mcdonaldi",400
"Cophixalus misimae",200
"Cophixalus monosyllabus",300
"Cophixalus montanus",100
"Cophixalus monticola",100
"Cophixalus neglectus",700
"Cophixalus parkeri",3200
"Cophixalus peninsularis",1100
"Cophixalus pictus",100
"Cophixalus pipilans",4700
"Cophixalus rajampatensis",3100
"Cophixalus riparius",1800
"Cophixalus salawatiensis",1800
"Cophixalus saxatilis",300
"Cophixalus shellyi",13800
"Cophixalus sphagnicola",400
"Cophixalus tomaiodactylus",900
"Cophixalus variabilis",18000
"Cophixalus verrucosus",28000
"Cophixalus wempi",300
"Cophixalus zweifeli",3600
"Cophyla alticola",900
"Cophyla barbouri",21500
"Cophyla grandis",39400
"Cophyla mavomavo",300
"Cophyla milloti",1700
"Cophyla occultans",3600
"Cophyla olgae",100
"Cophyla phyllodactyla",3500
"Cophyla pollicaris",3200
"Cophyla rava",100
"Cophyla tetra",4000
"Cophyla tuberifera",22600
"Copiula fistulans",10000
"Copiula guttata",11900
"Copiula lennarti",1000
"Copiula major",100
"Copiula minor",100
"Copiula obsti",100
"Copiula oxyrhina",200
"Copiula pipiens",4000
"Copiula tyleri",4500
"Cornufer acrochordus",4400
"Cornufer aculeodactylus",8900
"Cornufer adiastolus",700
"Cornufer admiraltiensis",2100
"Cornufer akarithymus",14400
"Cornufer batantae",3500
"Cornufer browni",700
"Cornufer bufoniformis",19100
"Cornufer bufonulus",100
"Cornufer caesiops",100
"Cornufer cheesmanae",400
"Cornufer cryptotis",1700
"Cornufer custos",2200
"Cornufer desticans",6700
"Cornufer elegans",1200
"Cornufer gilliardi",7600
"Cornufer guentheri",25300
"Cornufer guppyi",22300
"Cornufer hedigeri",24800
"Cornufer heffernani",9000
"Cornufer latro",2200
"Cornufer macrosceles",100
"Cornufer magnus",5700
"Cornufer malukuna",3900
"Cornufer mamusiorum",100
"Cornufer manus",2200
"Cornufer mediodiscus",6700
"Cornufer mimicus",27100
"Cornufer minutus",6400
"Cornufer montanus",1500
"Cornufer myersi",1900
"Cornufer nakanaiorum",900
"Cornufer neckeri",13500
"Cornufer nexipus",7200
"Cornufer opisthodon",8600
"Cornufer papuensis",337500
"Cornufer parilis",3500
"Cornufer parkeri",1900
"Cornufer pelewensis",400
"Cornufer punctatus",3900
"Cornufer schmidti",41000
"Cornufer solomonis",29900
"Cornufer sulcatus",100
"Cornufer trossulus",15200
"Cornufer vertebralis",26000
"Cornufer vitianus",8300
"Cornufer vitiensis",8600
"Cornufer vogti",1800
"Cornufer weberi",21400
"Cornufer wolfi",5900
"Cornufer wuenscheorum",100
"Corythomantis greeningi",837400
"Craugastor alfredi",17700
"Craugastor amniscola",1900
"Craugastor angelicus",200
"Craugastor aphanus",100
"Craugastor augusti",454900
"Craugastor aurilegulus",1100
"Craugastor azueroensis",1000
"Craugastor batrachylus",100
"Craugastor berkenbuschii",24500
"Craugastor blairi",300
"Craugastor bocourti",1700
"Craugastor bransfordii",14800
"Craugastor brocchi",5100
"Craugastor chac",8100
"Craugastor charadra",2900
"Craugastor chingopetaca",3000
"Craugastor crassidigitus",55400
"Craugastor cyanochthebius",200
"Craugastor daryi",500
"Craugastor decoratus",16000
"Craugastor emcelae",800
"Craugastor emleni",400
"Craugastor escoces",200
"Craugastor evanesco",1600
"Craugastor fitzingeri",145500
"Craugastor gabbi",200
"Craugastor galacticorhinus",100
"Craugastor gollmeri",19400
"Craugastor greggi",300
"Craugastor guerreroensis",200
"Craugastor gulosus",2000
"Craugastor gutschei",400
"Craugastor hobartsmithi",24400
"Craugastor laevissimus",14800
"Craugastor laticeps",13700
"Craugastor lauraster",20900
"Craugastor lineatus",7600
"Craugastor loki",106600
"Craugastor longirostris",94000
"Craugastor matudai",100
"Craugastor megacephalus",44300
"Craugastor megalotympanum",600
"Craugastor melanostictus",5800
"Craugastor metriosistus",12000
"Craugastor mexicanus",29800
"Craugastor mimus",21500
"Craugastor monnichorum",600
"Craugastor montanus",600
"Craugastor nefrens",100
"Craugastor noblei",59300
"Craugastor obesus",2100
"Craugastor occidentalis",55300
"Craugastor omiltemanus",1200
"Craugastor opimus",66200
"Craugastor palenque",3600
"Craugastor pechorum",3200
"Craugastor pelorus",200
"Craugastor persimilis",2800
"Craugastor podiciferus",3700
"Craugastor polymniae",100
"Craugastor polyptychus",4100
"Craugastor pozo",100
"Craugastor psephosypharus",4600
"Craugastor pygmaeus",21300
"Craugastor raniformis",21900
"Craugastor ranoides",10000
"Craugastor rhodopis",4600
"Craugastor rivulus",1700
"Craugastor rostralis",1200
"Craugastor rugosus",4500
"Craugastor rugulosus",19000
"Craugastor rupinius",6900
"Craugastor sabrinus",5600
"Craugastor sagui",100
"Craugastor sandersoni",4900
"Craugastor spatulatus",100
"Craugastor stadelmani",500
"Craugastor stejnegerianus",3300
"Craugastor stuarti",1600
"Craugastor tabasarae",100
"Craugastor talamancae",23600
"Craugastor tarahumaraensis",21600
"Craugastor taurus",500
"Craugastor underwoodi",3000
"Craugastor uno",400
"Craugastor vocalis",82000
"Craugastor vulcani",1500
"Craugastor xucanebi",4600
"Craugastor yucatanensis",18800
"Craugastor zunigai",200
"Crinia bilingua",171500
"Crinia deserticola",957400
"Crinia georgiana",46200
"Crinia glauerti",18100
"Crinia insignifera",1000
"Crinia nimbus",3100
"Crinia parinsignifera",380200
"Crinia pseudinsignifera",4300
"Crinia remota",5500
"Crinia riparia",10400
"Crinia signifera",71900
"Crinia sloanei",36300
"Crinia subinsignifera",7300
"Crinia tasmaniensis",6400
"Crinia tinnula",6000
"Crossodactylodes bokermanni",1700
"Crossodactylodes pintoi",100
"Crossodactylus aeneus",10500
"Crossodactylus bokermanni",900
"Crossodactylus caramaschii",6400
"Crossodactylus dantei",100
"Crossodactylus dispar",16000
"Crossodactylus gaudichaudii",29100
"Crossodactylus grandis",200
"Crossodactylus lutzorum",100
"Crossodactylus schmidti",20200
"Crossodactylus trachystomus",500
"Cruziohyla calcarifer",25300
"Cruziohyla craspedopus",1738300
"Cruziohyla sylviae",35100
"Cryptobatrachus boulengeri",5100
"Cryptobatrachus fuhrmanni",3300
"Cryptobatrachus pedroruizi",1100
"Cryptobatrachus remotus",3000
"Cryptobatrachus ruthveni",300
"Cryptobranchus alleganiensis",4700
"Cryptothylax greshoffii",1167300
"Cryptothylax minutus",1900
"Cryptotriton alvarezdeltoroi",100
"Cryptotriton nasalis",100
"Ctenophryne aequatorialis",3400
"Ctenophryne aterrima",73900
"Ctenophryne carpish",100
"Ctenophryne geayi",5143900
"Cycloramphus acangatan",3400
"Cycloramphus asper",12100
"Cycloramphus bandeirensis",100
"Cycloramphus bolitoglossus",11000
"Cycloramphus boraceiensis",14200
"Cycloramphus brasiliensis",5200
"Cycloramphus carvalhoi",200
"Cycloramphus cedrensis",400
"Cycloramphus diringshofeni",3300
"Cycloramphus dubius",1300
"Cycloramphus duseni",500
"Cycloramphus eleutherodactylus",41500
"Cycloramphus fuliginosus",33100
"Cycloramphus granulosus",3200
"Cycloramphus izecksohni",2800
"Cycloramphus juimirim",200
"Cycloramphus lutzorum",16500
"Cycloramphus migueli",600
"Cycloramphus mirandaribeiroi",100
"Cycloramphus ohausi",1000
"Cycloramphus rhyakonastes",300
"Cycloramphus semipalmatus",5000
"Cycloramphus stejnegeri",1300
"Cycloramphus valae",4000
"Cyclorana alboguttata",776100
"Cyclorana australis",159300
"Cyclorana brevipes",493100
"Cyclorana cryptotis",6500
"Cyclorana cultripes",110700
"Cyclorana longipes",15600
"Cyclorana maculosa",238300
"Cyclorana maini",858200
"Cyclorana manya",2000
"Cyclorana novaehollandiae",244600
"Cyclorana vagitus",4500
"Cyclorana verrucosa",125200
"Cynops cyanurus",23900
"Cynops ensicauda",1500
"Cynops orientalis",105800
"Cynops pyrrhogaster",97200
"Cynops yunnanensis",4400
"Dasypops schirchi",7000
"Dendrobates auratus",62900
"Dendrobates leucomelas",705800
"Dendrobates tinctorius",519600
"Dendrobates truncatus",8400
"Dendrophryniscus berthalutzae",11500
"Dendrophryniscus brevipollicatus",12400
"Dendrophryniscus carvalhoi",600
"Dendrophryniscus leucomystax",22700
"Dendropsophus acreanus",813300
"Dendropsophus allenorum",13600
"Dendropsophus anataliasiasi",289600
"Dendropsophus anceps",26000
"Dendropsophus aperomeus",3900
"Dendropsophus araguaya",100
"Dendropsophus baileyi",72200
"Dendropsophus berthalutzae",44100
"Dendropsophus bifurcus",1276400
"Dendropsophus bipunctatus",72500
"Dendropsophus bogerti",2600
"Dendropsophus bokermanni",964000
"Dendropsophus branneri",848400
"Dendropsophus brevifrons",1575700
"Dendropsophus carnifex",700
"Dendropsophus cerradensis",600
"Dendropsophus coffea",100
"Dendropsophus columbianus",3400
"Dendropsophus cruzi",240300
"Dendropsophus decipiens",837700
"Dendropsophus delarivai",60100
"Dendropsophus dutrai",1000
"Dendropsophus ebraccatus",157800
"Dendropsophus elegans",263600
"Dendropsophus elianeae",71400
"Dendropsophus frosti",300
"Dendropsophus gaucheri",700
"Dendropsophus giesleri",17800
"Dendropsophus gryllatus",100
"Dendropsophus haddadi",25400
"Dendropsophus haraldschultzi",803000
"Dendropsophus jimi",22200
"Dendropsophus juliani",3100
"Dendropsophus koechlini",1123700
"Dendropsophus leali",1778600
"Dendropsophus leucophyllatus",5145200
"Dendropsophus luteoocellatus",11800
"Dendropsophus manonegra",2000
"Dendropsophus marmoratus",4457700
"Dendropsophus mathiassoni",5100
"Dendropsophus melanargyreus",1747600
"Dendropsophus meridensis",1000
"Dendropsophus meridianus",7300
"Dendropsophus microcephalus",5231200
"Dendropsophus microps",161800
"Dendropsophus minusculus",566700
"Dendropsophus minutus",10179700
"Dendropsophus miyatai",1326600
"Dendropsophus molitor",7400
"Dendropsophus nahdereri",10100
"Dendropsophus nanus",7449800
"Dendropsophus norandinus",1200
"Dendropsophus novaisi",400
"Dendropsophus oliveirai",193600
"Dendropsophus padreluna",200
"Dendropsophus parviceps",4102000
"Dendropsophus pauiniensis",276400
"Dendropsophus pelidnus",2600
"Dendropsophus phlebodes",51800
"Dendropsophus praestans",300
"Dendropsophus pseudomeridianus",4600
"Dendropsophus reichlei",11400
"Dendropsophus rhodopeplus",1358100
"Dendropsophus riveroi",2242100
"Dendropsophus robertmertensi",4900
"Dendropsophus rossalleni",1330200
"Dendropsophus rubicundulus",1330100
"Dendropsophus ruschii",600
"Dendropsophus sanborni",515300
"Dendropsophus sarayacuensis",1726200
"Dendropsophus sartori",17300
"Dendropsophus schubarti",394600
"Dendropsophus seniculus",70100
"Dendropsophus soaresi",1281700
"Dendropsophus stingi",300
"Dendropsophus subocularis",18300
"Dendropsophus timbeba",109600
"Dendropsophus tintinnabulum",29100
"Dendropsophus triangulum",2468800
"Dendropsophus tritaeniatus",163400
"Dendropsophus walfordi",1276100
"Dendropsophus werneri",5600
"Dendropsophus xapuriensis",9300
"Dendropsophus yaracuyanus",500
"Dendrotriton bromeliacius",200
"Dermatonotus muelleri",3535500
"Dermophis costaricense",1600
"Dermophis glandulosus",3000
"Dermophis gracilior",1600
"Dermophis mexicanus",44900
"Dermophis oaxacae",42000
"Dermophis occidentalis",4900
"Dermophis parviceps",10600
"Desmognathus abditus",1300
"Desmognathus aeneus",33000
"Desmognathus apalachicolae",6600
"Desmognathus brimleyorum",3100
"Desmognathus carolinensis",8100
"Desmognathus fuscus",942400
"Desmognathus imitator",8000
"Desmognathus marmoratus",1600
"Desmognathus monticola",237300
"Desmognathus ochrophaeus",222000
"Desmognathus ocoee",31900
"Desmognathus orestes",16100
"Desmognathus quadramaculatus",1100
"Desmognathus welteri",17500
"Desmognathus wrighti",28100
"Diasporus anthrax",3500
"Diasporus citrinobapheus",600
"Diasporus darienensis",200
"Diasporus diastema",45600
"Diasporus gularis",39800
"Diasporus hylaeformis",2900
"Diasporus quidditus",54500
"Diasporus tinker",41200
"Diasporus ventrimaculatus",100
"Diasporus vocator",13400
"Dicamptodon aterrimus",35700
"Dicamptodon copei",13900
"Dicamptodon ensatus",6200
"Dicamptodon tenebrosus",98100
"Didynamipus sjostedti",4100
"Dischidodactylus duidensis",600
"Discoglossus galganoi",236000
"Discoglossus montalentii",3700
"Discoglossus pictus",171900
"Discoglossus sardus",7200
"Discoglossus scovazzi",35700
"Dryaderces pearsoni",95100
"Dryophytes andersonii",26600
"Dryophytes arboricola",1700
"Dryophytes arenicolor",481600
"Dryophytes avivoca",185700
"Dryophytes chrysoscelis",2073500
"Dryophytes cinereus",50300
"Dryophytes euphorbiaceus",4700
"Dryophytes eximius",86300
"Dryophytes femoralis",219100
"Dryophytes gratiosus",237900
"Dryophytes immaculatus",223200
"Dryophytes japonicus",1802200
"Dryophytes plicatus",5900
"Dryophytes squirellus",364400
"Dryophytes suweonensis",700
"Dryophytes versicolor",1119900
"Dryophytes walkeri",5400
"Dryophytes wrightorum",181500
"Duellmanohyla chamulae",500
"Duellmanohyla ignicolor",100
"Duellmanohyla lythrodes",400
"Duellmanohyla rufioculis",5700
"Duellmanohyla salvavida",1700
"Duellmanohyla schmidtorum",7500
"Duellmanohyla soralia",1300
"Duellmanohyla uranochroa",3100
"Duttaphrynus atukoralei",6000
"Duttaphrynus beddomii",2300
"Duttaphrynus dhufarensis",37400
"Duttaphrynus himalayanus",295700
"Duttaphrynus hololius",700
"Duttaphrynus kotagamai",2000
"Duttaphrynus melanostictus",3907400
"Duttaphrynus microtympanum",3700
"Duttaphrynus noellerti",2100
"Duttaphrynus olivaceus",3900
"Duttaphrynus parietalis",13600
"Duttaphrynus scaber",304300
"Duttaphrynus scorteccii",200
"Duttaphrynus stomaticus",3049500
"Duttaphrynus stuarti",8400
"Dyscophus antongilii",10600
"Dyscophus guineti",3200
"Dyscophus insularis",148000
"Echinotriton andersoni",2000
"Ecnomiohyla bailarina",2900
"Ecnomiohyla fimbrimembra",1900
"Ecnomiohyla miliaria",5100
"Ecnomiohyla minera",200
"Ecnomiohyla phantasmagoria",600
"Ecnomiohyla sukia",2100
"Ecnomiohyla valancifer",100
"Ecnomiohyla veraguensis",900
"Ectopoglossus absconditus",100
"Ectopoglossus confusus",400
"Ectopoglossus isthminus",200
"Ectopoglossus lacrimosus",1700
"Edalorhina perezi",1273000
"Elachistocleis bicolor",625600
"Elachistocleis carvalhoi",4700
"Elachistocleis erythrogaster",1100
"Elachistocleis helianneae",615500
"Elachistocleis matogrosso",8400
"Elachistocleis ovalis",6454000
"Elachistocleis panamensis",36400
"Elachistocleis pearsei",119000
"Elachistocleis piauiensis",194800
"Elachistocleis skotogaster",6800
"Elachistocleis surinamensis",151000
"Eleutherodactylus abbotti",26100
"Eleutherodactylus acmonis",3400
"Eleutherodactylus albipes",100
"Eleutherodactylus albolabris",4200
"Eleutherodactylus alcoae",800
"Eleutherodactylus amadeus",400
"Eleutherodactylus amplinympha",300
"Eleutherodactylus andrewsi",400
"Eleutherodactylus angustidigitorum",5000
"Eleutherodactylus antillensis",5900
"Eleutherodactylus apostates",500
"Eleutherodactylus armstrongi",900
"Eleutherodactylus atkinsi",50200
"Eleutherodactylus auriculatoides",3100
"Eleutherodactylus auriculatus",23300
"Eleutherodactylus bakeri",500
"Eleutherodactylus barlagnei",400
"Eleutherodactylus bartonsmithi",100
"Eleutherodactylus brevirostris",500
"Eleutherodactylus brittoni",5100
"Eleutherodactylus campi",18000
"Eleutherodactylus casparii",900
"Eleutherodactylus chlorophenax",500
"Eleutherodactylus cochranae",3800
